f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
f{u} Acc : {u_test_per_acc}
4 Acc : 66.88963210702342
18 Acc : 24.816176470588236
2 Acc : 29.43432406519655
8 Acc : 49.165739710789765
3 Acc : 38.125
7 Acc : 51.5
12 Acc : 64.97005988023952
14 Acc : 59.84375
4 Acc : 71.90635451505017
18 Acc : 27.389705882352942
2 Acc : 33.6529242569511
8 Acc : 63.626251390433815
3 Acc : 56.5625
7 Acc : 53.5
12 Acc : 73.05389221556887
14 Acc : 64.375
4 Acc : 74.91638795986623
18 Acc : 31.801470588235293
2 Acc : 53.97890699904123
8 Acc : 56.17352614015573
3 Acc : 74.6875
7 Acc : 47.0
12 Acc : 64.97005988023952
14 Acc : 44.453125
4 Acc : 76.92307692307692
18 Acc : 30.88235294117647
2 Acc : 58.67689357622243
8 Acc : 64.84983314794216
3 Acc : 76.5625
7 Acc : 51.5
12 Acc : 73.95209580838323
14 Acc : 52.96875
13 Acc : 5.423728813559322
0 Acc : 61.46788990825688
14 Acc : 46.640625
8 Acc : 68.40934371523916
7 Acc : 36.5
9 Acc : 7.074569789674952
1 Acc : 74.6506986027944
5 Acc : 31.506849315068493
13 Acc : 7.796610169491525
0 Acc : 66.05504587155963
14 Acc : 48.28125
8 Acc : 70.74527252502781
7 Acc : 46.5
9 Acc : 14.340344168260039
1 Acc : 71.8562874251497
5 Acc : 58.9041095890411
13 Acc : 8.587570621468927
0 Acc : 75.68807339449542
14 Acc : 38.359375
8 Acc : 57.95328142380423
7 Acc : 45.5
9 Acc : 19.311663479923517
1 Acc : 71.25748502994011
5 Acc : 43.15068493150685
13 Acc : 53.78531073446328
0 Acc : 70.64220183486239
14 Acc : 57.03125
8 Acc : 81.86874304783092
7 Acc : 71.0
9 Acc : 32.122370936902485
1 Acc : 81.83632734530939
5 Acc : 52.054794520547944
0 Acc : 53.211009174311926
16 Acc : 75.0
7 Acc : 46.0
14 Acc : 61.25
15 Acc : 6.4935064935064934
8 Acc : 67.5194660734149
3 Acc : 17.8125
5 Acc : 26.027397260273972
0 Acc : 55.04587155963303
16 Acc : 62.5
7 Acc : 59.5
14 Acc : 62.265625
15 Acc : 50.21645021645022
8 Acc : 64.29365962180201
3 Acc : 68.4375
5 Acc : 33.56164383561644
3 Acc : 47.8125
5 Acc : 57.534246575342465
9 Acc : 71.31931166347992
19 Acc : 51.31578947368421
10 Acc : 54.90909090909091
14 Acc : 17.265625
